sample, o__Gammaproteobacteria_Incertae_Sedis, o__Paenibacillales, o__Halobacterales, o__Tistrellales, o__Acholeplasmatales, o__0319-6G20, o__Alicyclobacillales, o__Rokubacteriales, o__Caldilineales, o__Glycomycetales, o__Abditibacteriales, p__Firmicutes_unassigned, o__Clostridiales, o__Steroidobacterales, o__Exiguobacterales, o__Micavibrionales, c__Clostridia_unassigned, o__Entotheonellales, o__Streptomycetales, o__Chloroflexales, o__MBNT15, o__Gemmatimonadales, o__Peptococcales, o__Pasteurellales, o__Erysipelotrichales, o__Isosphaerales, o__Opitutales, p__Actinobacteriota_unassigned, c__Alphaproteobacteria_unassigned, o__Oceanospirillales, p__Armatimonadota_unassigned, o__PeM15, o__Christensenellales, o__Phycisphaerales, o__Methanofastidiosales, o__Microtrichales, o__Cytophagales, o__Vicinamibacterales, o__Rickettsiales, o__Sphingobacteriales, o__Defluviicoccales, p__Proteobacteria_unassigned, o__R7C24, o__Acidaminococcales, o__Parcubacteria, o__Bacteroidales, o__Xanthomonadales, o__Kallotenuales, o__Reyranellales, o__Thermicanales, o__Thermobaculales, o__Clostridia, o__Ardenticatenales, o__Pseudonocardiales, c__Alphaproteobacteria_uncultured, o__MB-A2-108, o__Micrococcales, o__Desulfobulbales, c__Acidimicrobiia_unassigned, o__Staphylococcales, o__Catenulisporales, o__Deep_Sea_Euryarchaeotic_Group(DSEG), o__Propionibacteriales, o__Veillonellales-Selenomonadales, o__Bradymonadales, o__Omnitrophales, o__Armatimonadales, o__Mycoplasmatales, o__Alphaproteobacteria_Incertae_Sedis, o__Peptostreptococcales-Tissierellales, o__Synergistales, o__Caulobacterales, o__Clostridia_vadinBB60_group, o__Saccharimonadales, o__Campylobacterales, o__Cyanobacteriales, c__Bacilli_unassigned, c__Actinobacteria_unassigned, o__Deinococcales, o__Eubacteriales, o__Actinomarinales, o__Chitinophagales, o__Kineosporiales, c__Gammaproteobacteria_unassigned, o__Corynebacteriales, o__Bifidobacteriales,d__Bacteria_unassigned, c__Bacteroidia_unassigned, o__Thermoactinomycetales, o__Oscillospirales, o__Coriobacteriales, o__Obscuribacterales, o__Babeliales, o__Bryobacterales, o__Fusobacteriales, o__Micropepsales, o__Solirubrobacterales, o__Myxococcales, o__Lactobacillales, o__Solibacterales, o__Polyangiales, o__Tepidisphaerales, o__Azospirillales, o__Frankiales, o__Cardiobacteriales, o__Acetobacterales, o__Lachnospirales, o__Actinomycetales, o__Enterobacterales, o__Burkholderiales, o__Legionellales, o__Asgardarchaeota, o__RF39, o__Gaiellales, o__Salinisphaerales, o__Flavobacteriales, o__Aenigmarchaeales, o__Bdellovibrionales, o__Rhodospirillales, o__C0119, o__Subgroup_7, p__Chloroflexi_unassigned, o__Absconditabacteriales_(SR1), o__Pseudomonadales, o__Acidithiobacillales, o__Micromonosporales, o__Monoglobales, o__IMCC26256, o__Sphingomonadales, o__Chloroplast, o__Thermomicrobiales, o__Marine_Group_II, o__Rubrobacterales, o__Spirochaetales, o__SBR1031, o__Oligoflexales, o__Thermaerobacterales, o__Streptosporangiales, o__JGI_0000069-P22, o__Longimicrobiales, o__Rhodothermales, o__Bacillales, o__Rhizobiales, o__Diplorickettsiales, c__Acidimicrobiia_uncultured, o__Blastocatellales, o__Clostridia_UCG-014, o__NB1-j, o__TK10, o__Gemmatales, o__Rhodobacterales, o__Acidobacteriales
MASK003.V2.MASK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,300,0,0,193,0,0,75,0,0,8774,0,0,0,0,0,0,25,0,19,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,0,0,0,0,0,0,0,127,161,40,421,0,29,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,35,0,0,168,0,0,0,0,22,0,0,0,248,38,0,0,0,0,0,0,0,0,0
MASK003.V2.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1206,163,0,0,0,0,0,0,0,0,0,530,0,0,616,0,0,19237,764,0,0,0,0,0,13,0,0,0,31,8,0,8,0,0,0,0,0,0,0,76,0,3,0,0,0,29,0,0,0,72,0,0,0,5947,0,0,0,0,0,3,5,54,679,47,124,0,0,0,0,0,16,0,0,0,0,0,0,0,97,0,0,0,0,22,19,0,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,4,0,0,0,7,0
MASK003.V2.SKIN.B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1076,76,0,0,0,0,0,0,0,0,0,496,0,0,513,0,0,16449,762,0,0,0,0,0,45,0,0,0,16,17,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,23,0,0,0,203,0,0,0,7150,0,0,0,0,0,2,0,0,441,7,272,0,0,0,0,0,14,0,0,0,0,0,0,0,83,0,0,0,0,36,17,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,4,0
MASK003.v2.throat,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2923,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,0,0,0,0,0,0,0,0,0,0,1447,0,0,1669,0,0,0,3129,0,0,0,0,0,33,0,0,0,69,123,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,22,0,0,0,1871,0,0,0,13896,0,0,0,0,0,0,0,119,6457,0,4952,0,0,0,0,0,608,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
MASK003.V3.MASK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,42,0,0,0,0,0,0,16,0,0,592,0,0,768,0,0,17301,398,0,0,0,0,0,28,0,0,0,20,13,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,25,0,0,0,56,0,0,0,5361,0,0,0,0,2,0,0,24,325,0,245,0,0,0,0,0,20,0,0,0,0,0,0,4,45,0,0,0,0,21,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MASK003.v3.throat,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,4012,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,0,0,0,0,0,0,0,0,0,0,2573,0,0,1509,0,0,0,3408,0,0,0,0,0,18,0,0,0,31,75,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,22,0,0,0,1400,0,0,0,12617,0,0,0,0,0,0,0,245,2202,0,2933,0,0,4,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
MASK004.V1.MASK,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1587,5,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,75,0,0,631,0,0,2697,0,0,3546,372,0,0,0,0,0,138,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1262,0,0,0,0,0,0,0,0,0,422,0,0,0,11106,0,0,0,0,0,16,0,136,390,3,1876,0,0,0,0,0,134,3,0,0,0,0,0,21,0,0,0,0,0,9,107,0,0,41,0,0,0,0,0,0,0,0,53,3,0,0,0,4,0,0,0,0,16
MASK004.V1.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9662,0,0,16754,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASK004.v1.throat,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5900,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7004,0,0,0,0,0,0,0,0,0,0,973,0,0,8684,0,0,0,4219,0,0,0,0,0,193,0,0,0,12,43,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,5,0,0,0,2630,0,0,0,24180,0,0,0,0,0,0,0,177,2046,0,10906,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
MASK004.V2.SKIN,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,0,0,6352,0,0,22441,0,0,0,0,0,0,956,0,0,0,0,0,0,3,0,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0,0,11,0,0,0,28,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASK004.V2.SKIN.B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,51,0,0,0,178,70,0,0,0,0,0,0,0,0,13
MASK004.v2.throat,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,16,3249,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8235,0,0,0,0,0,0,0,0,0,0,2095,0,0,1887,0,0,76,1931,0,0,0,0,0,358,0,0,0,27,69,0,3,4,0,0,0,0,0,0,96,0,5,0,0,0,34,0,0,0,2491,0,0,0,20397,0,0,0,0,0,0,0,203,1017,0,8026,0,0,0,0,0,148,0,0,0,0,0,0,8,2,0,0,0,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
MASK004.v2.throat.B,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,2187,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5099,0,0,0,0,0,0,0,0,0,0,506,0,0,628,0,0,0,1324,0,0,0,0,0,474,0,0,0,8,8,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,12,0,0,0,1800,0,0,0,6334,0,0,0,0,0,0,0,100,433,0,627,0,0,0,0,0,63,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASK004.V3.MASK,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,117,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,168,8,0,0,0,0,0,0,0,0,0,149,0,0,4116,0,0,15884,62,0,0,0,0,0,107,0,0,0,0,4,0,0,0,0,0,0,0,0,0,951,0,0,0,0,0,0,0,0,0,70,0,0,0,1741,0,0,0,0,0,5,0,12,85,0,575,0,0,0,0,0,8,0,0,0,0,0,0,0,17,0,0,0,0,9,28,2,0,0,0,0,0,0,0,0,0,0,40,14,0,0,0,0,0,0,0,0,0
MASK004.V3.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23438,0,0,7452,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASK004.v3.throat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3003,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6853,0,0,0,0,0,0,0,0,0,0,2372,0,0,3099,0,0,11,2871,0,0,0,0,0,251,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,37,0,0,0,861,0,0,0,21050,0,0,0,0,0,0,0,42,1625,0,5670,0,0,0,0,0,90,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASK005.V1.MASK,0,0,22,0,0,0,0,0,23,0,0,0,0,0,0,0,13,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,21,0,514,0,0,684,0,0,1036,0,0,1569,152,0,0,0,0,0,181,0,29,0,10,4,0,0,36,0,0,0,0,0,0,486,0,0,0,0,0,0,19,0,0,158,0,0,0,2564,0,0,0,0,0,0,0,6,43,0,205,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,63,0,0,0,0,48,0,0,0,299,0,0,0,0,0,0,0,0,58,0
MASK005.V1.SKIN,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711,0,0,28309,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASK005.v1.throat,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,524,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284,0,0,0,0,0,0,0,0,0,0,1253,0,0,388,0,0,0,2967,0,0,0,6,0,22,4,0,0,3,29,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,101,0,0,0,296,0,0,0,11787,0,0,0,0,0,0,0,61,848,0,264,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
MASK005.V2.MASK,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,295,0,0,311,0,0,2166,0,0,18364,101,0,0,0,0,0,216,0,0,0,0,8,0,0,0,0,15,0,0,0,0,309,0,0,0,0,0,46,0,0,0,50,0,0,0,1389,0,0,0,0,34,0,0,35,495,0,181,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,89,0,0,0,0,0,0,0,0,173,33,0,0,0,0,0,0,0,0,0
MASK005.V2.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,0,0,26279,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASK005.V2.SKIN.B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,642,0,0,35461,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,2,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASK005.v2.throat,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,72,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,2519,0,0,0,0,0,0,0,0,0,0,337,6,0,80,0,0,7,3625,0,0,0,11,0,131,31,0,4,14,71,0,7,2,0,0,0,0,0,0,2,0,2,0,0,0,368,0,0,0,413,0,0,0,12159,0,0,0,0,0,0,0,215,1633,0,58,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MASK005.V3.MASK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,3,0,0,0,0,0,0,6,0,0,265,0,0,3408,0,0,13846,223,0,0,0,0,0,306,0,0,0,2,4,0,15,0,0,0,0,0,0,0,1414,2,0,0,0,0,11,0,0,0,66,0,0,0,2316,0,0,0,0,4,0,0,9,456,0,600,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,13,27,0,0,0,3,0,0,0,4,0,0,0,2,13,0,0,0,12,0,0,0,4,0
MASK005.v3.throat,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,405,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0,1163,0,0,871,0,0,4,1561,0,0,0,0,0,8,0,0,0,0,15,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,28,0,0,0,371,0,0,0,16047,0,0,0,0,0,0,0,36,656,0,894,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
MASK006.V1.MASK,0,7,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,234,14,7,3,0,27,0,0,10,0,0,0,18,17,5,0,9,0,0,0,0,0,423,14,0,0,0,0,0,0,102,0,0,572,0,17,6127,25,0,3132,89,0,0,0,0,0,96,0,18,0,37,8,0,0,0,6,0,0,11,10,0,1289,0,7,0,0,0,0,0,0,3,142,0,134,0,7959,9,8,0,0,33,5,8,9,189,0,514,0,0,0,3,0,33,5,0,0,4,0,0,15,7,0,25,0,0,39,1597,18,0,27,0,14,0,0,46,3,0,0,39,127,0,0,3,26,0,0,0,18,23
MASK006.V1.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,67,0,0,7193,0,0,18534,13,0,0,0,0,0,105,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1733,0,0,0,0,2,0,0,0,0,5,0,0,0,145,2,0,0,7,0,0,0,0,20,10,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,103,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,3,0
MASK006.v1.throat,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,214,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4468,0,0,0,0,0,0,0,0,0,0,93,0,0,791,0,0,7,761,0,0,0,4,0,136,0,0,0,97,12,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,14,0,0,0,1492,0,0,0,9297,0,0,0,0,0,0,0,148,825,0,3190,0,0,23,0,0,31,0,0,0,0,0,0,125,89,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
MASK006.V2.MASK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,74,0,5,0,7,0,0,0,0,27,7,0,0,0,0,9,0,35,0,0,106,0,0,3258,0,0,14827,6,0,0,0,0,0,23,0,5,0,2,0,15,0,2,57,0,0,0,12,0,1161,0,10,0,0,0,0,0,0,0,7,0,17,0,231,0,2,0,3,33,0,6,0,22,6,60,0,0,0,7,0,8,0,0,0,0,0,0,0,17,4,6,0,0,40,6486,12,0,19,0,0,0,0,5,0,0,0,20,23,0,0,0,0,0,0,0,27,0
MASK006.V2.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,18,0,0,5023,0,0,21814,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1288,0,0,0,0,0,0,0,0,0,8,0,2,0,43,0,0,0,2,33,0,0,0,9,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,1456,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,4,0
MASK006.v2.throat,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2700,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2385,0,0,0,0,0,0,0,0,0,0,56,0,0,10902,0,0,4,317,0,0,0,4,0,188,13,0,0,139,12,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,982,0,0,0,27190,0,0,0,0,0,0,0,61,234,0,668,0,0,11,0,0,37,0,0,0,0,0,0,69,48,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
MASK006.V3.MASK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,47,2,0,0,0,0,0,0,16,0,0,42,0,0,7486,0,0,8616,24,0,0,0,0,0,141,0,9,0,5,0,0,0,2,4,0,0,0,0,0,1125,0,0,0,0,0,0,0,0,0,7,0,0,0,4447,0,0,0,0,0,0,0,0,17,17,46,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0
MASK006.V3.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,32,0,0,8173,0,0,19141,4,0,0,0,0,0,65,0,10,0,0,6,0,6,5,0,0,0,0,0,0,1283,0,0,0,0,0,0,0,0,0,3,0,0,0,259,0,0,0,0,2,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
MASK006.v3.throat,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4714,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6437,0,0,0,0,0,0,0,0,0,0,1358,0,0,11364,0,0,25,1061,0,0,0,2,0,190,0,0,0,295,62,0,0,10,0,0,0,0,0,5,26,0,3,0,0,0,84,0,0,0,1769,0,0,0,85035,0,0,0,0,0,0,0,363,924,0,13011,0,0,15,0,0,208,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0
MASK007.V1.MASK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,55,0,0,45,0,0,1861,0,0,25489,145,0,0,0,0,0,87,0,0,0,14,12,0,179,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,254,0,0,0,1104,0,0,0,0,0,0,0,42,117,0,141,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,16,0,0,13,20,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0
MASK007.V1.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4799,0,0,23333,10,0,0,0,0,0,291,0,0,0,0,0,0,161,3,0,0,0,0,0,0,845,0,0,0,0,0,0,0,0,0,8,0,0,0,88,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASK007.v1.throat,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,12,0,0,0,0,0,0,573,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,13930,0,0,0,0,0,0,0,0,0,0,186,0,0,1176,0,0,5,7467,0,0,0,30,0,964,7,0,0,187,608,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,388,0,0,0,15838,0,0,0,13736,0,0,0,0,0,0,0,2553,13775,0,530,0,0,15,0,0,79,0,0,0,0,0,0,187,0,0,0,0,0,0,64,0,0,0,1301,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0
MASK007.V2.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,46,2,0,0,3,0,0,0,0,0,0,7,0,0,4786,0,0,24638,0,0,0,3,0,0,594,0,0,0,0,0,0,150,0,0,0,0,0,0,0,1055,0,0,0,0,0,0,0,0,0,3,0,0,0,128,0,0,0,0,3,0,0,0,34,0,240,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
