sample, c__Gammaproteobacteria, p__Chloroflexi_unassigned, c__MBNT15, c__Deep_Sea_Euryarchaeotic_Group(DSEG), c__TK10, c__Gracilibacteria, c__Synergistia, c__Methylomirabilia, c__Entotheonellia, c__NB1-j, c__Vicinamibacteria, c__Saccharimonadia, c__MB-A2-108, c__Cyanobacteriia,d__Bacteria_unassigned, p__Firmicutes_unassigned, c__Polyangia, c__Holophagae, c__Vampirivibrionia, c__Chloroflexia, c__Verrucomicrobiae, c__Thermoplasmata, c__Alphaproteobacteria, c__Parcubacteria, c__Oligoflexia, c__Desulfuromonadia, c__Ktedonobacteria, c__Spirochaetia, c__Rubrobacteria, c__Planctomycetes, c__Bacteroidia, c__Longimicrobia, c__Bdellovibrionia, c__Thermococci, c__Negativicutes, c__Anaerolineae, c__Babeliae, c__Fusobacteriia, c__Armatimonadia, c__Bacilli, p__Actinobacteriota_unassigned, c__Coriobacteriia, p__Armatimonadota_unassigned, c__Rhodothermia, c__Omnitrophia, c__Thermoleophilia, c__Abditibacteria, c__Acidobacteriae, c__Asgardarchaeota, c__Halobacteria, c__Acidimicrobiia, c__Thermaerobacteria, c__Desulfobulbia, c__Myxococcia, c__Aenigmarchaeia, c__Phycisphaerae, c__Deinococci, p__Proteobacteria_unassigned, c__Campylobacteria, c__Clostridia, c__Gemmatimonadetes, c__Actinobacteria, c__Blastocatellia
MASK019.V1.SKIN,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,150,0,0,0,0,2,0,0,35,0,0,0,8,0,0,0,0,3090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,0,27286,0
MASK019.v1.throat,246,0,0,0,0,0,0,0,0,0,0,8,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3948,0,0,0,3548,0,0,1127,0,8618,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,475,0,4489,0
MASK019.V2.MASK,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,22,0,157,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,463,0
MASK019.V2.SKIN,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,6,0,0,0,0,5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2328,0,21177,0
MASK019.v2.throat,1853,0,0,0,0,0,0,0,0,0,0,18,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,5717,0,0,0,15771,0,0,2163,0,69887,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,170,1048,0,11300,0
MASK019.V3.MASK,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,149,0,536,0,0,0,229,0,0,0,0,6444,0,27,0,0,0,0,0,0,0,17,0,0,0,0,22,0,0,0,0,122,0,3515,0
MASK019.V3.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,25391,0
MASK019.v3.throat,146,0,0,0,0,5,0,0,0,0,0,38,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4415,0,0,0,3412,0,0,4782,0,27319,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,612,0,6444,0
MASK020.V1.MASK,84,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,84,0,0,0,0,0,14,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,42,0,768,0
MASK020.V1.SKIN,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19,0,0,0,18,0,0,0,0,7604,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,346,0,24581,0
MASK020.v1.throat,2902,0,0,0,0,0,4,0,0,0,0,21,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425,0,0,0,1939,0,0,194,0,59693,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,198,0,1984,0
MASK020.V2.SKIN,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,18343,0
MASK020.v2.throat,6914,0,0,0,0,0,0,0,0,0,0,29,0,0,4,14,0,0,0,3,0,0,36,0,0,0,0,0,0,0,762,0,0,0,3818,0,0,377,0,29761,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,670,0,6217,0
MASK020.V3.MASK,573,0,0,0,0,0,0,0,0,0,5,4,0,4,5,0,5,0,0,19,0,0,90,0,0,0,0,0,0,2,153,0,0,0,79,0,0,17,0,7284,0,17,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,165,0,12686,0
MASK020.V3.SKIN,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,18194,0
MASK020.v3.throat,1311,0,0,0,0,0,0,0,0,0,0,19,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3391,0,0,0,3775,0,0,350,0,18566,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,409,0,5040,0
MASKBLANK1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,8,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0
MASKBLANK2,85,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0
MASKBLANK3,209,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,40,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,199,0
mockdna.1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,30,0,0,0,0,58,0,0,0,0,0,0,0,0
mockdna.2,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0,0,0,0,0,0,0,0,0,0,0,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,406,0,0,0,0,966,0,0,0,0,0,0,0,0
mockdna.3,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,323,0,0,0,0,782,0,0,0,0,0,0,0,0
POS.MASK,3038,0,0,0,0,0,0,0,0,0,0,4,0,30,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,1094,0,0,0,966,0,0,211,0,8764,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,101,0,8196,0
SBLANK001.throat,954,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,178,41,57,0,22,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,0
SBLANK002.throat,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2,16,0,0,0,224,0,0,0,0,0,0,0,20,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0
SBLANK003.throat,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,233,0,84,0,0,0,0,0,0,21,0,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218,0
SKINBLANK.001,197,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,82,0,0,0,0,0,0,4,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,361,0
SKINBLANK.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,0,22946,0
SKINBLANK.003,136,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,163,0,0,0,0,0,48,0,185,0,0,0,0,0,0,0,0,220,0,0,0,0,0,17,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,659,0
SKINBLANK004,173,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,34,0,0,0,94,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,0
